# Optional ,# Optional | Add labels to products to help filter them into product sets. Max characters: 110 per label; 5000 labels per product,# Optional | Use this field to create variants of the same item. Enter the same group ID for all variants within a group. Learn more about variants: https://www.facebook.com/business/help/2256580051262113 Character limit: 100.,# Required | A unique content ID for the item. Use the item's SKU if you can. Each content ID must appear only once in your catalog. To run dynamic ads this ID must exactly match the content ID for the same item in your Meta Pixel code. Character limit: 100,# Required | A specific and relevant title for the item. See title specifications: https://www.facebook.com/business/help/2104231189874655 Character limit: 200,# Required | A short and relevant description of the item. Include specific or unique product features like material or color. Use plain text and don't enter text in all capital letters. See description specifications: https://www.facebook.com/business/help/2302017289821154 Character limit: 9999,# Optional,# Required | The brand name of the item. Character limit: 100.,# Optional | The size of the item written as a word or abbreviation or number. For example: small; XL; 12. Character limit: 200.,# Optional | The color of the item. Use one or more words to describe the color. Don't use a hex code. Character limit: 200.,# Required | The price of the item. Format the price as a number followed by the 3-letter currency code (ISO 4217 standards). Use a period (.) as the decimal point; don't use a comma.,# Required | The URL of the specific product page where people can buy the item.,# Optional | ,# Required | The current condition of the item. | Supported values: new; used,# Required | The current availability of the item. | Supported values: in stock; out of stock,# Optional | The quantity of this item you have to sell on Facebook and Instagram with checkout. Must be 1 or higher or the item won't be buyable,# Optional | The discounted price of the item if it's on sale. Format the price as a number followed by the 3-letter currency code (ISO 4217 standards). Use a period (.) as the decimal point; don't use a comma. A sale price is required if you want to use an overlay for discounted prices.,# Optional | The time range for your sale period. Includes the date and time/time zone when your sale starts and ends. If this field is blank any items with a sale_price remain on sale until you remove the sale price. Use this format: YYYY-MM-DDT23:59+00:00/YYYY-MM-DDT23:59+00:00. Enter the start date as YYYY-MM-DD. Enter a 'T'. Enter the start time in 24-hour format (00:00 to 23:59) followed by the UTC time zone (-12:00 to +14:00). Enter '/' and then repeat the same format for your end date and time. The example row below uses PST time zone (-08:00).,# Optional | The Google product category for the item. Learn more about product categories: https://www.facebook.com/business/help/526764014610932.,# Optional | The Facebook product category for the item. Learn more about product categories: https://www.facebook.com/business/help/526764014610932.
custom_label_1,product_tags[1],item_group_id,id,title,description,rich_text_description,brand,size,color,price,link,additional_image_link,condition,availability,quantity_to_sell_on_facebook,sale_price,sale_price_effective_date,google_product_category,fb_product_category
,Schattenfugen,invisia_x202,DJNjCqquhcS8YMhhFUUT-3,Profil INVISIA X202,"Patentiertes Profil INVISIA X202®, wandmontiertes Abstandsprofil für Spanndecken mit Harpunen-Befestigungssystem für die Folie.",,alumineu,Aluminium,Schwarz matt,2.59 EUR,https://alumineu.de/produkte/harpunenprofile/schattenfugen/invisia-x202?editionuid=763141907871,"https://drive.google.com/uc?id=1DNCe7DfN0gJl0KQkX5cWjg-gVYEm9S4D, https://drive.google.com/uc?id=1tPL2tQ2n8vcXLP3c5RpC6tsEGHpdqEMu, https://drive.google.com/uc?id=1QDS4cC_ttZBBn6gFj6CfhoySHqiAQRlI",new,in stock,100,,,7112,1457
,Schattenfugen,invisia_x204,zA59TVMAiMOOTZf15BUvl2,Profil INVISIA X204,"Patentiertes Profil INVISIA X204®, Trennprofil mit Schattenfuge für Spanndecken mit Harpunen-Befestigungssystem für die Folie. Es wird für schräge Spanndecken auf Dachböden oder zur Unterteilung der Tuchfläche in mehrere Segmente ohne Trennleiste verwendet.",,alumineu,Aluminium,Schwarz matt,4.15 EUR,https://alumineu.de/produkte/harpunenprofile/schattenfugen/invisia-x204?editionuid=439163409561,"https://drive.google.com/uc?id=1b9OqKZyKscLsLFeGuatj9D7MAR241BRa, https://drive.google.com/uc?id=1XdkJ9sIP6bK3y1fi0SZAZpBDe7Oxl__T, https://drive.google.com/uc?id=17gYm7IBn5ZpKHRPUWVwO4ORpYY9fmWwD",new,in stock,100,,,7112,1457
,Schattenfugen,invisia_x206,EGXmtijjgeQdvXQSqdLGi3,Profil INVISIA X206,"Patentiertes Profil INVISIA X206, deckenmontiertes Abstandsprofil für Spanndecken mit Harpunen-Befestigungssystem für die Folie.",,alumineu,Aluminium,Schwarz matt,4.15 EUR,https://alumineu.de/produkte/harpunenprofile/schattenfugen/invisia-x206?editionuid=416048977772,"https://drive.google.com/uc?id=18mLn1YP3tLwK0ZIw1oAcIbN_5QhS3FII, https://drive.google.com/uc?id=1AeYB_QWBN5kMu2OlHDsuClmHAQ0GGvet, https://drive.google.com/uc?id=16ero6PPZf_A3423gb5Au5VU9msWFrX46",new,in stock,100,,,7112,1457
,Schattenfugen,invisia_x207,YZTju3ikgOF1-Sj6ktK6e2,Profil INVISIA X207,"Patentiertes Profil INVISIA X207®, deckenmontiertes Abstandsprofil für die Belüftung in Spanndecken mit Harpunen-Befestigungssystem für die Folie.",,alumineu,Aluminium,Schwarz matt,6.23 EUR,https://alumineu.de/produkte/harpunenprofile/schattenfugen/invisia-x207?editionuid=108830859612,"https://drive.google.com/uc?id=1H0BvwoiRN-NKeg-CLyt6n7HGi2lQhh91, https://drive.google.com/uc?id=12TjByIkJwsf5RBMGztMhLgNSn104f6y3, https://drive.google.com/uc?id=1y3IQg_wbMKIFxtGSmMH1KDnvSACPGon3",new,in stock,100,,,7112,1457
,Schattenfugen,invisia_x208,eyVbkQihgGQtYR5EF0P4w0,Profil INVISIA X208,"Patentiertes Profil INVISIA X208, deckenmontiertes Abstandsprofil für Spanndecken mit Harpunen-Befestigungssystem für die Folie. Zum Umgehen komplexer Wände.",,alumineu,Aluminium,Schwarz matt,3.11 EUR,https://alumineu.de/produkte/harpunenprofile/schattenfugen/invisia-x208?editionuid=439166830922,"https://drive.google.com/uc?id=1o8vtunjW4J5euLGuvoPNYpFntLporBLP, https://drive.google.com/uc?id=1bEkMg7AIqbRQNWuxPDAex_hO_Tlu6foW, https://drive.google.com/uc?id=1TdO2RkbGPxZAhIf72Nf7rKs9w1mCIByr",new,in stock,100,,,7112,1457
,Schattenfugen,invisia_x209,EeRJkcybhq5xX9vhB-xzv3,Profil INVISIA X209,"Patentiertes Profil INVISIA X209, Abstandsprofil für Spanndecken mit Harpunen-Befestigungssystem für die Folie. Zum Umgehen von Treppen und Oberlichtern.",,alumineu,Aluminium,Schwarz matt,6.23 EUR,https://alumineu.de/produkte/harpunenprofile/schattenfugen/invisia-x209?editionuid=215949324572,"https://drive.google.com/uc?id=1oiNbnMd11K2TKxbN1RZDZ_RD-s1VxEGm, https://drive.google.com/uc?id=19-exLUXnyt91DaEEj-yzx0Cnn2STsmJl, https://drive.google.com/uc?id=11op0f9O7ohv6FZeAaGF7ps3DWcMXQLhz",new,in stock,100,,,7112,1457
,Schattenfugen,invisia_x209,cTT1GGAZj76alVXu4vaAe1,Profil INVISIA X209,"Patentiertes Profil INVISIA X209, Abstandsprofil für Spanndecken mit Harpunen-Befestigungssystem für die Folie. Zum Umgehen von Treppen und Oberlichtern.",,alumineu,Aluminium,Weiß matt,6.23 EUR,https://alumineu.de/produkte/harpunenprofile/schattenfugen/invisia-x209?editionuid=664079902622,"https://drive.google.com/uc?id=1oiNbnMd11K2TKxbN1RZDZ_RD-s1VxEGm, https://drive.google.com/uc?id=19-exLUXnyt91DaEEj-yzx0Cnn2STsmJl, https://drive.google.com/uc?id=11op0f9O7ohv6FZeAaGF7ps3DWcMXQLhz",new,in stock,100,,,7112,1457
,LED-Schattenfugen,floatia_x301,jzysdA0nhEDukcRfamitz0,Profil FLOATIA X301,"Patentiertes Profil FLOATIA X301®, wandmontiertes Abstandsprofil für Spanndecken mit Harpunen-Befestigungssystem für die Folie. Mit Ablage für LED-Bänder. Ohne Abdeckung und Schirm.",,alumineu,Aluminium,Weiß matt,3.11 EUR,https://alumineu.de/produkte/harpunenprofile/led-schattenfugen/floatia-x301?editionuid=737801824421,"https://drive.google.com/uc?id=1f0lXWOdXT9brQqcL-WLmLCC124xiilU2, https://drive.google.com/uc?id=15G1KsEVNW-6ZK75iSn41JZJEB-hkW8so, https://drive.google.com/uc?id=1wnQEHQCl68OS9y3wrId9XnkDW1J5UaL0",new,in stock,100,,,7112,1457
,Bauprofil FLOATIA X302 – Spanndecken-Aluminiumprofil,floatia_x302,IxT7oD8zhIbrnn2LbGw2D0,Bauprofil FLOATIA X302 – Spanndecken-Aluminiumprofil,"Baumaterial für den Innenausbau: wandmontiertes Aluminium-Abstandsprofil für Spanndecken mit Klemmkantensystem zur Folienbefestigung. Mit Ablage für LED-Bänder und Abdeckung. Kein Waffenteil, keine Munition.",,alumineu,Aluminium,Ungefärbt,3.11 EUR,https://alumineu.de/produkte/harpunenprofile/led-schattenfugen/floatia-x302?editionuid=817061220332,"https://drive.google.com/uc?id=113mq-nr-dqVWWUTywjdZS6C2YgO8IobZ, https://drive.google.com/uc?id=1ZG7iLJnATHZF_kKx41iyEQn2w796r-ny, https://drive.google.com/uc?id=1eRjiHdpiXyT6vpdvZcEuAkMsaKiNYqus",new,in stock,100,,,7112,1457
,Bauprofil FLOATIA X302 – Spanndecken-Aluminiumprofil,floatia_x302,fxcs1s4Sg4i9usohMYyp11,Bauprofil FLOATIA X302 – Spanndecken-Aluminiumprofil,"Baumaterial für den Innenausbau: wandmontiertes Aluminium-Abstandsprofil für Spanndecken mit Klemmkantensystem zur Folienbefestigung. Mit Ablage für LED-Bänder und Abdeckung. Kein Waffenteil, keine Munition.",,alumineu,Aluminium,Schwarz matt,3.84 EUR,https://alumineu.de/produkte/harpunenprofile/led-schattenfugen/floatia-x302?editionuid=549075235292,"https://drive.google.com/uc?id=113mq-nr-dqVWWUTywjdZS6C2YgO8IobZ, https://drive.google.com/uc?id=1ZG7iLJnATHZF_kKx41iyEQn2w796r-ny, https://drive.google.com/uc?id=1eRjiHdpiXyT6vpdvZcEuAkMsaKiNYqus",new,in stock,100,,,7112,1457
,LED-Schattenfugen,floatia_x302,Y7mho3jShobDY2hUqkXX83,Profil FLOATIA X302,"Patentiertes Profil FLOATIA X302, wandmontiertes Abstandsprofil für Spanndecken mit Harpunen-Befestigungssystem für die Folie. Mit Ablage für LED-Bänder und Abdeckung.",,alumineu,Aluminium,Weiß matt,3.84 EUR,https://alumineu.de/produkte/harpunenprofile/led-schattenfugen/floatia-x302?editionuid=450749495132,"https://drive.google.com/uc?id=113mq-nr-dqVWWUTywjdZS6C2YgO8IobZ, https://drive.google.com/uc?id=1ZG7iLJnATHZF_kKx41iyEQn2w796r-ny, https://drive.google.com/uc?id=1eRjiHdpiXyT6vpdvZcEuAkMsaKiNYqus",new,in stock,100,,,7112,1457
,LED-Schattenfugen,floatia_x303,VL9D-5xNhHiRwdOhXxgjl3,Profil FLOATIA X303,"Patentiertes Profil FLOATIA X303, deckenmontiertes Abstandsprofil für Spanndecken mit Harpunen-Befestigungssystem für die Folie. Mit Ablage für LED-Bänder und Abdeckung.",,alumineu,Aluminium,Ungefärbt,4.05 EUR,https://alumineu.de/produkte/harpunenprofile/led-schattenfugen/floatia-x303?editionuid=769222256172,"https://drive.google.com/uc?id=1IS1XUEu_gYZRP52nVAepof4sGID-VTCb, https://drive.google.com/uc?id=1T0qBjtoV0pvbQjzgYm5X5xNBz6NX1f6b, https://drive.google.com/uc?id=1dnKkAnTLxceytOUp6Q6we0HcL0K6fMwM",new,in stock,100,,,7112,1457
,LED-Schattenfugen,floatia_x303,MyI2v2JMhnRtUrh6H58nz0,Profil FLOATIA X303,"Patentiertes Profil FLOATIA X303, deckenmontiertes Abstandsprofil für Spanndecken mit Harpunen-Befestigungssystem für die Folie. Mit Ablage für LED-Bänder und Abdeckung.",,alumineu,Aluminium,Schwarz matt,5.19 EUR,https://alumineu.de/produkte/harpunenprofile/led-schattenfugen/floatia-x303?editionuid=993946525262,"https://drive.google.com/uc?id=1IS1XUEu_gYZRP52nVAepof4sGID-VTCb, https://drive.google.com/uc?id=1T0qBjtoV0pvbQjzgYm5X5xNBz6NX1f6b, https://drive.google.com/uc?id=1dnKkAnTLxceytOUp6Q6we0HcL0K6fMwM",new,in stock,100,,,7112,1457
,LED-Schattenfugen,floatia_x303,xO7PAABriJTHSKVNGiuYl3,Profil FLOATIA X303,"Patentiertes Profil FLOATIA X303, deckenmontiertes Abstandsprofil für Spanndecken mit Harpunen-Befestigungssystem für die Folie. Mit Ablage für LED-Bänder und Abdeckung.",,alumineu,Aluminium,Weiß matt,5.19 EUR,https://alumineu.de/produkte/harpunenprofile/led-schattenfugen/floatia-x303?editionuid=267068344872,"https://drive.google.com/uc?id=1IS1XUEu_gYZRP52nVAepof4sGID-VTCb, https://drive.google.com/uc?id=1T0qBjtoV0pvbQjzgYm5X5xNBz6NX1f6b, https://drive.google.com/uc?id=1dnKkAnTLxceytOUp6Q6we0HcL0K6fMwM",new,in stock,100,,,7112,1457
,LED-Schattenfugen,floatia_x304,OGuLhFuVjSlwHsBusU5Sf1,Profil FLOATIA X304,Patentiertes Deckenabstandsprofil FLOATIA X304® für Spanndecken mit Hakensystem zur Leinwandbefestigung. Mit LED-Bandablage und Abdeckung.,,alumineu,Aluminium,Schwarz matt,7.78 EUR,https://alumineu.de/produkte/harpunenprofile/led-schattenfugen/floatia-x304?editionuid=571996272972,,new,in stock,100,,,7112,1457
,Vorhangschiene,curtina_x402,eePmEHIghXucCCjWcE2zy3,Profil CURTINA X402,Patentiertes Profil CURTINA X402 zur Erstellung verdeckter Vorhangnischen mit zwei Schienen für das Aufhängen von Gardinen und Vorhängen in Spanndecken mit Harpunensystem. Mit seitlicher Befestigung der Folie.,,alumineu,Länge 3200 mm,Schwarz matt,39.85 EUR,https://alumineu.de/produkte/harpunenprofile/vorhangschiene/curtina-x402?editionuid=215505426582,"https://drive.google.com/uc?id=1ynKYdymEqYZBoDEr1pY5bHEDos_89VZ3, https://drive.google.com/uc?id=1aBe3YYINuIjLq_TU_51qXcU1TlQNw2C-, https://drive.google.com/uc?id=1XU3HngUBFnrkdha_329UxQB9nCP6vr-2",new,in stock,100,,,7112,1457
,Vorhangschiene,curtina_x402,vdjAWIcdhHNfZhVE150J92,Profil CURTINA X402,Patentiertes Profil CURTINA X402 zur Erstellung verdeckter Vorhangnischen mit zwei Schienen für das Aufhängen von Gardinen und Vorhängen in Spanndecken mit Harpunensystem. Mit seitlicher Befestigung der Folie.,,alumineu,Länge 3200 mm,Weiß glänzend,39.85 EUR,https://alumineu.de/produkte/harpunenprofile/vorhangschiene/curtina-x402?editionuid=361913046022,"https://drive.google.com/uc?id=1ynKYdymEqYZBoDEr1pY5bHEDos_89VZ3, https://drive.google.com/uc?id=1aBe3YYINuIjLq_TU_51qXcU1TlQNw2C-, https://drive.google.com/uc?id=1XU3HngUBFnrkdha_329UxQB9nCP6vr-2",new,in stock,100,,,7112,1457
,Vorhangschiene,curtina_x402,DKTDmwA2icCZL2vSUjXum3,Profil CURTINA X402,Patentiertes Profil CURTINA X402 zur Erstellung verdeckter Vorhangnischen mit zwei Schienen für das Aufhängen von Gardinen und Vorhängen in Spanndecken mit Harpunensystem. Mit seitlicher Befestigung der Folie.,,alumineu,Länge 2200 mm,Schwarz matt,27.40 EUR,https://alumineu.de/produkte/harpunenprofile/vorhangschiene/curtina-x402?editionuid=330396319901,"https://drive.google.com/uc?id=1ynKYdymEqYZBoDEr1pY5bHEDos_89VZ3, https://drive.google.com/uc?id=1aBe3YYINuIjLq_TU_51qXcU1TlQNw2C-, https://drive.google.com/uc?id=1XU3HngUBFnrkdha_329UxQB9nCP6vr-2",new,in stock,100,,,7112,1457
,Vorhangschiene,curtina_x402,e9yQf8rDjzi3XjGnnx3Iw3,Profil CURTINA X402,Patentiertes Profil CURTINA X402 zur Erstellung verdeckter Vorhangnischen mit zwei Schienen für das Aufhängen von Gardinen und Vorhängen in Spanndecken mit Harpunensystem. Mit seitlicher Befestigung der Folie.,,alumineu,Länge 2200 mm,Weiß glänzend,27.40 EUR,https://alumineu.de/produkte/harpunenprofile/vorhangschiene/curtina-x402?editionuid=695056084041,"https://drive.google.com/uc?id=1ynKYdymEqYZBoDEr1pY5bHEDos_89VZ3, https://drive.google.com/uc?id=1aBe3YYINuIjLq_TU_51qXcU1TlQNw2C-, https://drive.google.com/uc?id=1XU3HngUBFnrkdha_329UxQB9nCP6vr-2",new,in stock,100,,,7112,1457
,Vorhangschiene,curtina_x403,jx2sQ0lhiTZsQVWNF9X2z0,Profil CURTINA X403,Patentiertes Profil CURTINA X403® zur Erstellung verdeckter Vorhangnischen mit zwei Schienen für das Aufhängen von Gardinen und Vorhängen in Spanndecken mit Harpunensystem. Mit seitlicher Befestigung der Folie.,,alumineu,Länge 3200 mm,Schwarz matt,46.49 EUR,https://alumineu.de/produkte/harpunenprofile/vorhangschiene/curtina-x403?editionuid=347030116842,"https://drive.google.com/uc?id=16binchgKBfvxs4TWxiIM0VByGN-ggVQM, https://drive.google.com/uc?id=1DuwVPqqnHj0m3om9AszdxPPMGcRhLo88, https://drive.google.com/uc?id=1ttlBOvfwWEh65Lp_9hpUMCIUExIzcRDR",new,in stock,100,,,7112,1457
,Vorhangschiene,curtina_x403,34WwfpBUjupvpuPa3EpLr3,Profil CURTINA X403,Patentiertes Profil CURTINA X403® zur Erstellung verdeckter Vorhangnischen mit zwei Schienen für das Aufhängen von Gardinen und Vorhängen in Spanndecken mit Harpunensystem. Mit seitlicher Befestigung der Folie.,,alumineu,Länge 3200 mm,Weiß glänzend,46.49 EUR,https://alumineu.de/produkte/harpunenprofile/vorhangschiene/curtina-x403?editionuid=308702622892,"https://drive.google.com/uc?id=16binchgKBfvxs4TWxiIM0VByGN-ggVQM, https://drive.google.com/uc?id=1DuwVPqqnHj0m3om9AszdxPPMGcRhLo88, https://drive.google.com/uc?id=1ttlBOvfwWEh65Lp_9hpUMCIUExIzcRDR",new,in stock,100,,,7112,1457
,Vorhangschiene,curtina_x403,i3hGepcZiU3L8JqEJ2rtV0,Profil CURTINA X403,Patentiertes Profil CURTINA X403® zur Erstellung verdeckter Vorhangnischen mit zwei Schienen für das Aufhängen von Gardinen und Vorhängen in Spanndecken mit Harpunensystem. Mit seitlicher Befestigung der Folie.,,alumineu,Länge 3200 mm,Weiß matt,46.49 EUR,https://alumineu.de/produkte/harpunenprofile/vorhangschiene/curtina-x403?editionuid=384095982592,"https://drive.google.com/uc?id=16binchgKBfvxs4TWxiIM0VByGN-ggVQM, https://drive.google.com/uc?id=1DuwVPqqnHj0m3om9AszdxPPMGcRhLo88, https://drive.google.com/uc?id=1ttlBOvfwWEh65Lp_9hpUMCIUExIzcRDR",new,in stock,100,,,7112,1457
