# Optional ,# Optional | Add labels to products to help filter them into product sets. Max characters: 110 per label; 5000 labels per product,# Optional | Use this field to create variants of the same item. Enter the same group ID for all variants within a group. Learn more about variants: https://www.facebook.com/business/help/2256580051262113 Character limit: 100.,# Required | A unique content ID for the item. Use the item's SKU if you can. Each content ID must appear only once in your catalog. To run dynamic ads this ID must exactly match the content ID for the same item in your Meta Pixel code. Character limit: 100,# Required | A specific and relevant title for the item. See title specifications: https://www.facebook.com/business/help/2104231189874655 Character limit: 200,# Required | A short and relevant description of the item. Include specific or unique product features like material or color. Use plain text and don't enter text in all capital letters. See description specifications: https://www.facebook.com/business/help/2302017289821154 Character limit: 9999,# Optional,Alumineu,# Optional | The size of the item written as a word or abbreviation or number. For example: small; XL; 12. Character limit: 200.,# Optional | The color of the item. Use one or more words to describe the color. Don't use a hex code. Character limit: 200.,# Required | The price of the item. Format the price as a number followed by the 3-letter currency code (ISO 4217 standards). Use a period (.) as the decimal point; don't use a comma.,# Required | The URL of the specific product page where people can buy the item.,# Optional | ,# Required | The current condition of the item. | Supported values: new; used,# Required | The current availability of the item. | Supported values: in stock; out of stock,# Optional | The quantity of this item you have to sell on Facebook and Instagram with checkout. Must be 1 or higher or the item won't be buyable,# Optional | The discounted price of the item if it's on sale. Format the price as a number followed by the 3-letter currency code (ISO 4217 standards). Use a period (.) as the decimal point; don't use a comma. A sale price is required if you want to use an overlay for discounted prices.,# Optional | The time range for your sale period. Includes the date and time/time zone when your sale starts and ends. If this field is blank any items with a sale_price remain on sale until you remove the sale price. Use this format: YYYY-MM-DDT23:59+00:00/YYYY-MM-DDT23:59+00:00. Enter the start date as YYYY-MM-DD. Enter a 'T'. Enter the start time in 24-hour format (00:00 to 23:59) followed by the UTC time zone (-12:00 to +14:00). Enter '/' and then repeat the same format for your end date and time. The example row below uses PST time zone (-08:00).,# Optional | The Google product category for the item. Learn more about product categories: https://www.facebook.com/business/help/526764014610932.,# Optional | The Facebook product category for the item. Learn more about product categories: https://www.facebook.com/business/help/526764014610932.
custom_label_1,product_tags[1],item_group_id,id,title,description,rich_text_description,brand,size,color,price,link,additional_image_link,condition,availability,quantity_to_sell_on_facebook,sale_price,sale_price_effective_date,google_product_category,fb_product_category
,floating,floatia_x302,fxcs1s4Sg4i9usohMYyp11,Profile FLOATIA X302,Patented FLOATIA X302® wall-mounted spacer profile for stretch ceilings with a harpoon fastening system. Features a shelf for LED tape and a protective cover.,,alumineu,Aluminum,black matte,3.49 EUR,https://alumineu.com/products/harpoon-profiles/floating/floatia-x302?editionuid=333602276984,"https://drive.google.com/uc?id=113mq-nr-dqVWWUTywjdZS6C2YgO8IobZ, https://drive.google.com/uc?id=1ZG7iLJnATHZF_kKx41iyEQn2w796r-ny, https://drive.google.com/uc?id=1eRjiHdpiXyT6vpdvZcEuAkMsaKiNYqus",new,in stock,100,,,7112,1457
,floating,floatia_x302,Y7mho3jShobDY2hUqkXX83,Profile FLOATIA X302,Patented FLOATIA X302® wall-mounted spacer profile for stretch ceilings with a harpoon fastening system. Features a shelf for LED tape and a protective cover.,,alumineu,Aluminum,white matte,3.49 EUR,https://alumineu.com/products/harpoon-profiles/floating/floatia-x302?editionuid=169150378804,"https://drive.google.com/uc?id=113mq-nr-dqVWWUTywjdZS6C2YgO8IobZ, https://drive.google.com/uc?id=1ZG7iLJnATHZF_kKx41iyEQn2w796r-ny, https://drive.google.com/uc?id=1eRjiHdpiXyT6vpdvZcEuAkMsaKiNYqus",new,in stock,100,,,7112,1457
,floating,floatia_x303,VL9D-5xNhHiRwdOhXxgjl3,Profile FLOATIA X303,Patented FLOATIA X303® ceiling-mounted spacer profile for stretch ceilings with a harpoon fastening system. Features a shelf for LED tape and a protective cover.,,alumineu,Aluminum,no color,3.68 EUR,https://alumineu.com/products/harpoon-profiles/floating/floatia-x303,"https://drive.google.com/uc?id=1IS1XUEu_gYZRP52nVAepof4sGID-VTCb, https://drive.google.com/uc?id=1T0qBjtoV0pvbQjzgYm5X5xNBz6NX1f6b, https://drive.google.com/uc?id=1dnKkAnTLxceytOUp6Q6we0HcL0K6fMwM",new,in stock,100,,,7112,1457
,floating,floatia_x303,MyI2v2JMhnRtUrh6H58nz0,Profile FLOATIA X303,Patented FLOATIA X303® ceiling-mounted spacer profile for stretch ceilings with a harpoon fastening system. Features a shelf for LED tape and a protective cover.,,alumineu,Aluminum,black matte,4.72 EUR,https://alumineu.com/products/harpoon-profiles/floating/floatia-x303?editionuid=882917313494,"https://drive.google.com/uc?id=1IS1XUEu_gYZRP52nVAepof4sGID-VTCb, https://drive.google.com/uc?id=1T0qBjtoV0pvbQjzgYm5X5xNBz6NX1f6b, https://drive.google.com/uc?id=1dnKkAnTLxceytOUp6Q6we0HcL0K6fMwM",new,in stock,100,,,7112,1457
,floating,floatia_x303,xO7PAABriJTHSKVNGiuYl3,Profile FLOATIA X303,Patented FLOATIA X303® ceiling-mounted spacer profile for stretch ceilings with a harpoon fastening system. Features a shelf for LED tape and a protective cover.,,alumineu,Aluminum,white matte,4.72 EUR,https://alumineu.com/products/harpoon-profiles/floating/floatia-x303?editionuid=239210141254,"https://drive.google.com/uc?id=1IS1XUEu_gYZRP52nVAepof4sGID-VTCb, https://drive.google.com/uc?id=1T0qBjtoV0pvbQjzgYm5X5xNBz6NX1f6b, https://drive.google.com/uc?id=1dnKkAnTLxceytOUp6Q6we0HcL0K6fMwM",new,in stock,100,,,7112,1457
,floating,floatia_x304,OGuLhFuVjSlwHsBusU5Sf1,Profile FLOATIA X304,Patented FLOATIA X304® ceiling spacer profile for stretch ceilings featuring a harpoon mounting system. Includes an LED tape shelf and cover.,,alumineu,Aluminum,black matte,7.08 EUR,https://alumineu.com/products/harpoon-profiles/floating/floatia-x304?editionuid=239901295214,,new,in stock,100,,,7112,1457
,cornice,curtina_x402,eePmEHIghXucCCjWcE2zy3,Profile CURTINA X402,Patented CURTINA X402® profile for creating concealed curtain niches with two tracks for hanging curtains and sheers in stretch ceilings with a harpoon system. Features side membrane fastening.,,alumineu,length 3200 m,black matte,36.23 EUR,https://alumineu.com/products/harpoon-profiles/cornice/curtina-x402?editionuid=209603887604,"https://drive.google.com/uc?id=1ynKYdymEqYZBoDEr1pY5bHEDos_89VZ3, https://drive.google.com/uc?id=1aBe3YYINuIjLq_TU_51qXcU1TlQNw2C-, https://drive.google.com/uc?id=1XU3HngUBFnrkdha_329UxQB9nCP6vr-2",new,in stock,100,,,7112,1457
,cornice,curtina_x402,vdjAWIcdhHNfZhVE150J92,Profile CURTINA X402,Patented CURTINA X402® profile for creating concealed curtain niches with two tracks for hanging curtains and sheers in stretch ceilings with a harpoon system. Features side membrane fastening.,,alumineu,length 3200 m,white gloss,36.23 EUR,https://alumineu.com/products/harpoon-profiles/cornice/curtina-x402?editionuid=294848956284,"https://drive.google.com/uc?id=1ynKYdymEqYZBoDEr1pY5bHEDos_89VZ3, https://drive.google.com/uc?id=1aBe3YYINuIjLq_TU_51qXcU1TlQNw2C-, https://drive.google.com/uc?id=1XU3HngUBFnrkdha_329UxQB9nCP6vr-2",new,in stock,100,,,7112,1457
,cornice,curtina_x402,DKTDmwA2icCZL2vSUjXum3,Profile CURTINA X402,Patented CURTINA X402® profile for creating concealed curtain niches with two tracks for hanging curtains and sheers in stretch ceilings with a harpoon system. Features side membrane fastening.,,alumineu,length 2200 m,black matte,24.91 EUR,https://alumineu.com/products/harpoon-profiles/cornice/curtina-x402?editionuid=366578292554,"https://drive.google.com/uc?id=1ynKYdymEqYZBoDEr1pY5bHEDos_89VZ3, https://drive.google.com/uc?id=1aBe3YYINuIjLq_TU_51qXcU1TlQNw2C-, https://drive.google.com/uc?id=1XU3HngUBFnrkdha_329UxQB9nCP6vr-2",new,in stock,100,,,7112,1457
,cornice,curtina_x402,e9yQf8rDjzi3XjGnnx3Iw3,Profile CURTINA X402,Patented CURTINA X402® profile for creating concealed curtain niches with two tracks for hanging curtains and sheers in stretch ceilings with a harpoon system. Features side membrane fastening.,,alumineu,length 2200 m,white gloss,24.91 EUR,https://alumineu.com/products/harpoon-profiles/cornice/curtina-x402?editionuid=535578291034,"https://drive.google.com/uc?id=1ynKYdymEqYZBoDEr1pY5bHEDos_89VZ3, https://drive.google.com/uc?id=1aBe3YYINuIjLq_TU_51qXcU1TlQNw2C-, https://drive.google.com/uc?id=1XU3HngUBFnrkdha_329UxQB9nCP6vr-2",new,in stock,100,,,7112,1457
,cornice,curtina_x403,jx2sQ0lhiTZsQVWNF9X2z0,Profile CURTINA X403,Patented CURTINA X403® profile for creating concealed curtain niches with two tracks for hanging curtains and sheers in stretch ceilings with a harpoon system. Features side membrane fastening.,,alumineu,length 3200 m,black matte,42.26 EUR,https://alumineu.com/products/harpoon-profiles/cornice/curtina-x403?editionuid=272879839094,"https://drive.google.com/uc?id=16binchgKBfvxs4TWxiIM0VByGN-ggVQM, https://drive.google.com/uc?id=1DuwVPqqnHj0m3om9AszdxPPMGcRhLo88, https://drive.google.com/uc?id=1ttlBOvfwWEh65Lp_9hpUMCIUExIzcRDR",new,in stock,100,,,7112,1457
,cornice,curtina_x403,34WwfpBUjupvpuPa3EpLr3,Profile CURTINA X403,Patented CURTINA X403® profile for creating concealed curtain niches with two tracks for hanging curtains and sheers in stretch ceilings with a harpoon system. Features side membrane fastening.,,alumineu,length 3200 m,white gloss,42.26 EUR,https://alumineu.com/products/harpoon-profiles/cornice/curtina-x403?editionuid=531211385824,"https://drive.google.com/uc?id=16binchgKBfvxs4TWxiIM0VByGN-ggVQM, https://drive.google.com/uc?id=1DuwVPqqnHj0m3om9AszdxPPMGcRhLo88, https://drive.google.com/uc?id=1ttlBOvfwWEh65Lp_9hpUMCIUExIzcRDR",new,in stock,100,,,7112,1457
,cornice,curtina_x403,i3hGepcZiU3L8JqEJ2rtV0,Profile CURTINA X403,Patented CURTINA X403® profile for creating concealed curtain niches with two tracks for hanging curtains and sheers in stretch ceilings with a harpoon system. Features side membrane fastening.,,alumineu,length 3200 m,white matte,42.26 EUR,https://alumineu.com/products/harpoon-profiles/cornice/curtina-x403?editionuid=641987260674,"https://drive.google.com/uc?id=16binchgKBfvxs4TWxiIM0VByGN-ggVQM, https://drive.google.com/uc?id=1DuwVPqqnHj0m3om9AszdxPPMGcRhLo88, https://drive.google.com/uc?id=1ttlBOvfwWEh65Lp_9hpUMCIUExIzcRDR",new,in stock,100,,,7112,1457
,cornice,curtina_x403,Hxf-n56DhLa95Jq8oTmSb3,Profile CURTINA X403,Patented CURTINA X403® profile for creating concealed curtain niches with two tracks for hanging curtains and sheers in stretch ceilings with a harpoon system. Features side membrane fastening.,,alumineu,length 2200 m,black matte,29.06 EUR,https://alumineu.com/products/harpoon-profiles/cornice/curtina-x403?editionuid=364376584494,"https://drive.google.com/uc?id=16binchgKBfvxs4TWxiIM0VByGN-ggVQM, https://drive.google.com/uc?id=1DuwVPqqnHj0m3om9AszdxPPMGcRhLo88, https://drive.google.com/uc?id=1ttlBOvfwWEh65Lp_9hpUMCIUExIzcRDR",new,in stock,100,,,7112,1457
,cornice,curtina_x403,smfA9ADrg9P4AffHsiprN2,Profile CURTINA X403,Patented CURTINA X403® profile for creating concealed curtain niches with two tracks for hanging curtains and sheers in stretch ceilings with a harpoon system. Features side membrane fastening.,,alumineu,length 2200 m,white gloss,29.06 EUR,https://alumineu.com/products/harpoon-profiles/cornice/curtina-x403?editionuid=375002317964,"https://drive.google.com/uc?id=16binchgKBfvxs4TWxiIM0VByGN-ggVQM, https://drive.google.com/uc?id=1DuwVPqqnHj0m3om9AszdxPPMGcRhLo88, https://drive.google.com/uc?id=1ttlBOvfwWEh65Lp_9hpUMCIUExIzcRDR",new,in stock,100,,,7112,1457
,cornice,curtina_x403,hSqFGvnTjaggVAymnovmh0,Profile CURTINA X403,Patented CURTINA X403® profile for creating concealed curtain niches with two tracks for hanging curtains and sheers in stretch ceilings with a harpoon system. Features side membrane fastening.,,alumineu,length 2000 m,black matte,26.42 EUR,https://alumineu.com/products/harpoon-profiles/cornice/curtina-x403?editionuid=681009609414,"https://drive.google.com/uc?id=16binchgKBfvxs4TWxiIM0VByGN-ggVQM, https://drive.google.com/uc?id=1DuwVPqqnHj0m3om9AszdxPPMGcRhLo88, https://drive.google.com/uc?id=1ttlBOvfwWEh65Lp_9hpUMCIUExIzcRDR",new,in stock,100,,,7112,1457
,cornice,curtina_x403,yUubMVw1hqQAZdBztKRgZ2,Profile CURTINA X403,Patented CURTINA X403® profile for creating concealed curtain niches with two tracks for hanging curtains and sheers in stretch ceilings with a harpoon system. Features side membrane fastening.,,alumineu,length 2000 m,white matte,26.42 EUR,https://alumineu.com/products/harpoon-profiles/cornice/curtina-x403?editionuid=406739692434,"https://drive.google.com/uc?id=16binchgKBfvxs4TWxiIM0VByGN-ggVQM, https://drive.google.com/uc?id=1DuwVPqqnHj0m3om9AszdxPPMGcRhLo88, https://drive.google.com/uc?id=1ttlBOvfwWEh65Lp_9hpUMCIUExIzcRDR",new,in stock,100,,,7112,1457
,cornice,curtina_x404,ryMNNy0Vjq1ciFgP2gUaK3,Profile CURTINA X404,Patented CURTINA X404® profile for creating concealed curtain niches with three tracks for installing curtains and sheers. Designed for a harpoon fastening system with bottom membrane insertion.,,alumineu,length 2200 m,white gloss,25.94 EUR,https://alumineu.com/products/harpoon-profiles/cornice/curtina-x404?editionuid=841975518824,https://drive.google.com/uc?id=1Zh-kAq7z-BYeT6NMWakb6O32xkk16rei,new,in stock,100,,,7112,1457
